지능,47
인공,45
사람,33
컴퓨터,30
말,22
인간,19
검색,16
연구,16
대화,15
이상,13
소리,13
테스트,12
화면,10
영화,10
관제,10
센터,10
행동,9
경우,8
개발,8
답변,8
등장,8
역할,8
때,7
시간,7
뒤,7
심사,7
합격,7
정도,7
로봇,7
운영,7
장면,7
영상,7
기술,6
분석,6
가능,6
위원,6
질문,6
발전,6
상황,6
분야,6
경고음,6
범죄,6
프로젝트,6
구글,5
서비스,5
파악,5
앞,5
자신,5
직원,5
팀,5
통과,5
교수,5
생각,5
유진,5
친구,5
답,5
수,5
일,5
소통,5
설치,5
감지,5
여성,5
현장,5
판단,5
진화,5
확인,5
지역,5
차량,5
박사,5
총괄,4
시장,4
회사,4
결과,4
이후,4
이번,4
대회,4
목소리,4
수준,4
구,4
이야기,4
과학,4
기자,4
그래픽,4
발견,4
인식,4
능력,4
링,4
자동차,4
물체,4
모니터링,4
요원,4
남성,4
카메라,4
감시,4
쓰레기,4
산불,4
사회,4
사용자,3
상태,3
자동,3
자유,3
판별,3
문자,3
음성,3
오인,3
사건,3
실제,3
처음,3
상정,3
프로그램,3
맥락,3
접근,3
이해,3
사고,3
기계,3
내용,3
스페이스,3
오디세이,3
수퍼,3
청소기,3
최근,3
감정,3
페퍼,3
상대,3
공감,3
자체,3
상당,3
운전자,3
전송,3
포착,3
돈,3
경찰,3
출동,3
귀,3
관계자,3
대,3
군집,3
경고,3
학교,3
근처,3
공원,3
주변,3
효과,3
지난해,3
차,3
불,3
공상,3
인류,3
전문가,3
개인,2
예정,2
데이터,2
인터넷,2
기록,2
사업,2
시작,2
성장,2
주목,2
비결,2
제공,2
입력,2
사용,2
기기,2
다양,2
유명,2
회의,2
시,2
영,2
협회,2
튜링,2
참가자,2
복제,2
방식,2
채팅,2
주제,2
가운데,2
과학자,2
연합,2
기준,2
착각,2
역사,2
평,2
본지,2
연구소,2
온라인,2
여자,2
아이,2
물음,2
책상,2
사례,2
그동안,2
비판,2
길,2
할,2
회장,2
세계,2
최초,2
기능,2
후,2
남자,2
이름,2
옆,2
위로,2
힘,2
불통,2
겨냥,2
각종,2
부족,2
점,2
미래,2
무인,2
지금,2
활용,2
신호,2
모니터,2
자전거,2
실시간,2
경찰서,2
상황실,2
순찰차,2
자해,2
