지능,38
인공,37
시리,34
기술,31
사용자,23
자동차,22
음성,18
경험,16
인식,14
차량,14
말,13
개발,13
아이폰,12
애플,12
사람,12
설치,11
서비스,10
상황,10
앱,10
방범,10
인터페이스,10
정보,9
연구,9
안전,9
때,8
자동,8
시스템,8
부품,8
역할,7
가능,7
경우,7
시간,7
전,7
최근,7
분석,7
운전자,7
시대,7
핵심,7
컴퓨터,7
광고,6
현지,6
검색,6
시,6
지금,6
화면,6
드,6
일정,6
카메라,6
배,6
산업,6
과학,6
데이터,6
배터리,6
주행,6
판매,5
답,5
비서,5
대화,5
수준,5
구글,5
예정,5
차,5
센터,5
안,5
화소,5
연제구,5
운영,5
첨단,5
소프트웨어,5
세계,5
역량,5
날씨,5
로봇,5
사용,5
비행기,5
적합,5
환경,5
연구실,5
소송,4
위치,4
가격,4
관련,4
명령,4
구현,4
연말,4
대수,4
다양,4
안드,4
국내,4
문자,4
운전,4
적용,4
회사,4
스,4
활용,4
경찰,4
문제,4
관제,4
올해,4
취약,4
교통,4
범죄,4
지역,4
통합,4
경쟁력,4
융합,4
인문학,4
기능,4
인터넷,4
판단,4
파악,4
빅데이터,4
배합,4
무인,4
애,3
허위,3
과장,3
상대,3
전문,3
시각,3
결과,3
기반,3
발표,3
이상,3
소개,3
아이,3
예,3
주변,3
곳,3
알람,3
전화,3
지원,3
구축,3
조작,3
페이스북,3
이달,3
도움,3
윈도폰,3
수사,3
도시,3
번호,3
과정,3
단속,3
범인,3
문,3
구,3
중요,3
하드웨어,3
가치,3
우리나라,3
최초,3
이해,3
가족,3
생각,3
힘,3
장착,3
인간,3
박사,3
휴대폰,3
실장,3
상용,3
분야,3
휴대,3
포착,3
엔진,3
다음,3
프로젝트,3
효율,3
도로,3
시뮬레이션,3
임무,3
조건,3
차선,3
차학,3
성과,3
학생,3
탑재,2
답변,2
손해,2
배상,2
청구,2
제기,2
매체,2
보도,2
예약,2
넥타이,2
공식,2
작년,2
플,2
출시,2
패드,2
한식,2
이용자,2
필요,2
수행,2
프로그램,2
글,2
확인,2
정확,2
내용,2
용도,2
말만해,2
관리,2
음성인식,2
저녁,2
트폰,2
등록,2
약속일,2
처리,2
교수,2
음성비,2
이름,2
바탕,2
사전,2
미,2
대조,2
텔미,2
마케팅,2
수단,2
지속,2
개선,2
사상구,2
앞,2
사고,2
경찰서,2
현장,2
전조,2
조각,2
사실,2
공원,2
정밀,2
대동,2
그물망,2
해상도,2
생활,2
종합,2
공공,2
추가,2
전망,2
담당,2
종전,2
반면,2
소,2
선명,2
확대,2
거리,2
수집,2
수배,2
신호,2
주정차,2
지목,2
지난해,2
덕분,2
청소년,2
발견,2
지구대,2
확보,2
손바닥,2
뜻,2
인프라,2
조달,2
조립,2
생산,2
본사,2
동일,2
스토리텔링,2
유명,2
이전,2
이유,2
기계,2
특성,2
이야기,2
제품,2
상상,2
리모컨,2
기본,2
영화,2
기업,2
인지,2
성공,2
건물,2
곳곳,2
눈,2
에너지,2
세상,2
의학,2
저널,2
병력,2
진단,2
크기,2
손,2
하인츠먼,2
전략,2
기술력,2
빅,2
본격,2
기록,2
행동,2
패턴,2
점,2
변화,2
시작,2
손안,2
뇌,2
습득,2
금속판,2
색상,2
사진,2
기종,2
제조,2
공정,2
제조사,2
각종,2
무기,2
비용,2
향상,2
거래처,2
검토,2
구매,2
상태,2
사원,2
대리점,2
추진,2
차용,2
노,2
전기,2
가속,2
물질,2
방식,2
자료,2
후,2
정부,2
획기적,2
증가,2
연구소,2
석,2
편의,2
제어,2
장치,2
대표,2
조절,2
경고,2
주차,2
국민대,2
친환경,2
이동,2
무인차량,2
자동차공학,2
학원,2
운행,2
대회,2
동아리,2
거주,1
오,1
길,1
한참,1
동안,1
북부,1
법원,1
넷,1
식당,1
법,1
주장,1
대변인,1
언급,1
거부,1
마이크,1
당시,1
우려,1
신형,1
태블릿,1
뉴,1
물량,1
매진,1
트,1
누적,1
추산,1
질문,1
마디,1
서비스다,1
리스트,1
내일,1
아침,1
오전,1
집,1
저장,1
전화번호,1
로이드폰,1
응용,1
장터,1
플레이,1
로,1
드마켓,1
장점,1
릿,1
개발자,1
유사,1
사용자환경,1
특징,1
걸기,1
전송,1
음악,1
재생,1
날씨정보,1
실행,1
전화번호부,1
뒤,1
문장,1
스마트폰,1
유용,1
특화,1
세미나,1
생일,1
기념일,1
하루,1
트위터,1
카카,1
톡,1
셜,1
네트워크,1
공유,1
언어,1
양,1
주,1
마켓,1
블,1
어시스턴트,1
평,1
주력구글,1
하반기,1
블로그,1
추측,1
디지털비,1
개발사,1
인수,1
업계,1
능가,1
자사,1
콘텐츠,1
자유,1
여신상,1
이미지,1
구글맵,1
지도,1
제공,1
마이,1
윈도,1
모바일,1
열풍,1
영향,1
최고,1
전략책임자,1
크레이,1
먼,1
인터뷰,1
비판,1
실제,1
성능,1
업그레이드,1
새벽,1
모텔,1
낙동대,1
손모,1
인적,1
시간대,1
목격자,1
오리무중,1
사상,1
고,1
식,1
봉고,1
프론티어,1
단서,1
토대,1
근처,1
주택가,1
삼락,1
체육,1
예상,1
도주로,1
낙동,1
민간,1
량,1
수문,1
장면,1
활약,1
재난,1
도입,1
가동,1
어린이보호,1
구역,1
놀이터,1
지대,1
공영태,1
방송,1
통신,1
사업,1
새,1
대부분,1
리,1
얼굴,1
이목,1
구비,1
구별,1
부,1
찰청,1
주임,1
형사,1
별도,1
보정,1
작업,1
정확도,1
신속,1
국토,1
관리청,1
차량번호,1
과속,1
위반,1
추적,1
발생,1
살인,1
강도,1
절도,1
대,1
강력,1
건수,1
기간,1
사건,1
검거,1
포인트,1
연제,1
구청,1
층,1
쓰레기,1
무단,1
기,1
재해,1
재난감시,1
목적,1
분산,1
교육청,1
직원,1
합동,1
상주,1
근무,1
입체,1
체납,1
경보음,1
불량,1
연산초등학교,1
담,1
연일,1
통보,1
비행,1
연일초,1
교,1
연동초등학교,1
학교,1
폭력,1
행위,1
조짐,1
해당,1
예방,1
금,1
수영구,1
동구,1
개설,1
내년,1
나머지,1
군,1
경찰청,1
전계장,1
대별,1
이동경,1
최종,1
장소,1
초동,1
영상,1
촉발,1
전반,1
변혁,1
페이스,1
템,1
리더,1
니,1
코닥,1
전통,1
강호,1
몰락,1
해답,1
버전스,1
콰,1
정점,1
콰드,1
콰드로,1
최,1
마트시대,1
호령,1
침몰,1
디자인,1
현실,1
출현,1
자연,1
제퍼,1
쇼,1
출연,1
우승,1
홍보,1
동영상,1
이번,1
주말,1
마찬가지,1
추울,1
단어,1
이,1
물음,1
맥락,1
대략,1
네티즌,1
결혼,1
친구,1
인생,1
증거,1
초콜릿,1
생명체,1
미래,1
단순,1
삶,1
인공생명체,1
짜증,1
나,1
감정,1
이입,1
잠재력,1
단적,1
기술자,1
전자,1
정드,1
자연어,1
가전,1
츠,1
클래스,1
브레,1
공연장,1
춤,1
전시,1
다정,1
채널,1
플레,1
어,1
게임,1
버튼,1
키,1
할머니,1
평소,1
장르,1
무한도전,1
필자,1
제시,1
민관,1
강화,1
발,1
상당,1
진척,1
공개,1
차세대,1
갤럭시,1
눈동자,1
마트폰,1
도중,1
시계,1
아이콘이,1
태양,1
구름,1
아이콘,1
온도,1
컨설팅,1
가트너,1
반향,1
본성,1
탐구,1
육성,1
창시,1
과,1
부서,1
예사,1
기차,1
은색,1
벽,1
지구,1
문구,1
포스터,1
절약,1
셔츠,1
사운,1
출판,1
식습관,1
수면,1
유,1
소년기,1
버전,1
의학드라마,1
전문의,1
감성,1
추상,1
존재,1
의사,1
폭증,1
포함,1
정도,1
거대,1
매개,1
컨,1
부사장,1
금융,1
거래,1
학습,1
애널리스트,1
구매자,1
취향,1
쇼핑몰,1
쇼핑,1
도우,1
과거,1
탄생,1
열쇠,1
사회,1
발명,1
이후,1
차이,1
그때,1
마법,1
모습,1
키워드,1
전문가,1
설명,1
탑승,1
날개,1
아래,1
항공편,1
자신,1
가운데,1
근본,1
시물,1
공장,1
합금,1
날짜,1
열람,1
개선책,1
축적,1
의미,1
집단,1
무한,1
코건,1
기획,1
수명,1
예측,1
교체,1
다,1
이용,1
그동안,1
결정,1
담당자,1
물건,1
인근,1
카페,1
혼자,1
허비,1
개인,1
지침,1
동차,1
습관,1
연비,1
유가,1
추이,1
순식간,1
영업,1
실적,1
수수료,1
소비자,1
막강,1
혁신속,1
충전,1
전기차,1
과제,1
과학자,1
나노,1
시행착오,1
공부,1
입력,1
인공지능,1
지식,1
단계,1
특정,1
실시간,1
모니터,1
가상,1
실험,1
신물질,1
예산,1
투입,1
홀,1
정책자문관,1
수퍼컴퓨터,1
세기,1
안보,1
발전,1
그래픽,1
이슈,1
암,1
치료,1
수요,1
문제점,1
해법,1
마,1
본부,1
해외,1
주요,1
각국,1
수출,1
최적,1
멀티미디어,1
인력,1
채용,1
기후,1
헤드램프,1
풀,1
하이빔,1
곡선로,1
시가지,1
고속도로,1
교차,1
조명,1
각도,1
조도,1
상대방,1
상,1
하향,1
처음,1
일부,1
프리미엄,1
주의,1
이탈,1
미연,1
방지,1
탈,1
경고시스템,1
보조,1
상무,1
글로벌,1
톱,1
흥,1
시장,1
고객,1
브랜드,1
친인간,1
공학,1
집결체,1
자동차학과,1
운전대,1
졸음,1
소속,1
구성,1
자율,1
레,1
밖,1
센서,1
부착,1
장애물,1
팔다리,1
대신,1
핸들,1
페달,1
물론,1
수,1
가정,1
규정,1
속도,1
준수,1
스쿨존,1
실버존,1
질서,1
보장,1
숙련,1
위험,1
대처,1
능력,1
고려,1
차체,1
안정,1
접목,1
적극,1
차원,1
친화,1
목표,1
고출력,1
모터,1
용량,1
학부,1
우수,1
주목,1
자작,1
참가,1
출전,1
수상,1
멘토,1
산학,1
연계,1
